"","name","nrow","time","elapsed","name.1","nrow.1","time.1","elapsed.1","name.2","nrow.2","time.2","elapsed.2"
"1","landsdele",11,2024-10-06 12:13:31.442049,11.7536609172821,"postnumre",1089,2024-10-06 12:13:41.82332,22.1349289417267,"storkredse",10,2024-10-06 12:13:56.206464,36.5180728435516
